Date,Company,Sector,Open,High,Low,Close,Volume,Market_Cap,PE_Ratio,Dividend_Yield,Volatility,Sentiment_Score,Trend,Company_Encoded,Sector_Encoded,Trend_Encoded,SMA_5,SMA_10,SMA_20,EMA_12,EMA_26,MACD,Daily_Return,Price_Range,ATR,RSI,BB_Middle,BB_Upper,BB_Lower,Close_Lag1,Close_Lag2,Close_Lag3,Volume_Lag1,Year,Month,Day,DayOfWeek,Quarter,DayOfYear
2023-10-20,AMD,Consumer Goods,118.84329861087402,122.18901410122852,116.41137913387584,118.84329861087402,131317,542821301314.75854,20.95927465159779,1.8772055483395635,0.0464783833679853,0.0937623475748659,Bearish,0,2,0,114.7647409048717,105.32294082634283,104.37531940892836,106.92888481398602,101.59189703302646,5.336987780959561,-0.0344965032369442,5.777634967352682,5.777634967352682,69.8699919658961,104.37531940892836,126.51728799853325,82.23335081932348,123.08945437205324,110.76211244634476,112.31933327659026,178148.0,2023,10,20,4,4,293
2023-11-14,AMD,Automotive,121.06780901012492,123.06176619110067,119.15985142401055,121.06780901012492,193087,167165276135.39902,33.69292317446546,0.3741060259748652,0.0350787373811486,0.6135471392975347,Stable,0,1,2,117.21640154319743,107.46370437683022,105.76636020902806,109.1041039210843,103.03455717947818,6.069546741606118,0.018718012923341742,3.901914767090119,3.901914767090119,70.9427849004091,105.76636020902806,128.97361775374043,82.55910266431572,118.84329861087402,123.08945437205324,110.76211244634476,131317.0,2023,11,14,1,4,318
2023-11-26,AMD,Automotive,116.55252611290118,118.22807206154022,113.65383570443883,116.55252611290118,165359,522958559475.60223,27.1517215737452,4.133091727512444,0.0335861398060619,0.1700703374373238,Bullish,0,1,1,118.06304011045964,109.32217506324233,106.59606527855678,110.25001502751766,104.03588821158358,6.21412681593408,-0.03729548700138885,4.574236357101384,4.574236357101384,66.16121350730742,106.59606527855678,129.60677471226631,83.58535584484724,121.06780901012492,118.84329861087402,123.08945437205324,193087.0,2023,11,26,6,4,330
2023-12-06,AMD,Technology,122.78474459718942,125.87751723471844,119.1556121809539,122.78474459718942,129252,87951923625.07098,30.31023202626203,1.3568298176950528,0.0341935771745032,-0.3685131950319258,Stable,0,6,2,120.46756654062855,112.85039023086479,107.75239951560197,112.17843496131331,105.42469238829513,6.753742573018187,0.053471329126331124,6.721905053764544,6.721905053764544,69.04128362814104,107.75239951560197,131.49351646075183,84.01128257045208,116.55252611290118,121.06780901012492,118.84329861087402,165359.0,2023,12,6,2,4,340
2024-04-16,AMD,Healthcare,112.76890808545475,115.15257348800873,110.44650896254184,112.76890808545475,55287,23870931151.144127,33.81583004372513,3.053853653425193,0.0239918424723036,0.577854047897759,Bearish,0,5,0,118.40345728330885,114.40387416457347,108.08683342025883,112.269276980412,105.9687083658625,6.300568614549505,-0.08157232027963124,4.706064525466886,4.706064525466886,60.7339043410483,108.08683342025883,131.11054621221882,85.06312062829885,122.78474459718942,116.55252611290118,121.06780901012492,129252.0,2024,4,16,1,2,107
2024-06-05,AMD,Aerospace,112.01991775807792,114.4010413835034,109.21997168083988,112.01991775807792,91157,229665710241.767,37.80824533575122,1.1999468193497875,0.0212557192868865,0.0899645562000359,Stable,0,0,2,117.03878111274965,115.90176100881067,108.3326511913725,112.23091402312983,106.41694609861919,5.813967924510635,-0.006641815905579662,5.181069702663521,5.181069702663521,57.80011940754327,108.3326511913725,130.66243433960267,86.00286804314234,112.76890808545475,122.78474459718942,116.55252611290118,55287.0,2024,6,5,2,2,157
2024-07-28,AMD,Finance,128.0702843270973,129.63682448384915,126.01999299037644,128.0702843270973,105318,253805374367.98376,28.602214265821413,2.802899045005243,0.0173968118986857,0.9596070707618762,Bullish,0,4,1,118.4392761761441,117.82783885967078,109.49368843465044,114.66774022374022,108.02089707850645,6.646843145233774,0.14328136362037247,3.6168314934727164,3.6168314934727164,66.08279434535037,109.49368843465044,133.13940735246894,85.84796951683195,112.01991775807792,112.76890808545475,122.78474459718942,91157.0,2024,7,28,6,3,210
2022-01-07,Adobe,Technology,100.55008155840126,102.7520348103926,98.64086335204014,100.55008155840126,104886,185278408547.43723,22.36167435379603,1.9316158653823297,0.0471240734203914,0.0073772186564777,Bullish,1,6,1,100.55008155840126,100.55008155840126,100.55008155840126,100.55008155840126,100.55008155840126,0.0,0.0,4.111171458352459,4.111171458352459,74.4028803748742,100.55008155840126,101.5144128225492,98.5309297317091,100.55008155840126,100.55008155840126,100.55008155840126,104886.0,2022,1,7,4,1,7
2022-01-29,Adobe,Aerospace,99.49526099585704,101.31700608474192,97.57287015679272,99.49526099585704,115725,753492974526.7034,8.215481069851565,2.1505143826490003,0.0186782498345551,0.103872722120933,Bearish,1,0,0,100.02267127712915,100.02267127712915,100.02267127712915,100.387801471856,100.47194670191651,-0.08414523006051411,-0.010490499323280611,3.744135927949202,3.744135927949202,70.00253609892032,100.02267127712915,101.5144128225492,98.5309297317091,100.55008155840126,100.55008155840126,100.55008155840126,104886.0,2022,1,29,5,1,29
2022-04-26,Adobe,Technology,91.7873550514226,94.10307444796976,89.85682270179545,91.7873550514226,73419,422614023491.1367,11.071802599308503,4.252358073804189,0.0114372072874389,0.2384086345843097,Bearish,1,6,0,97.2775658685603,97.2775658685603,97.2775658685603,99.06465586871239,99.82864361669473,-0.7639877479823411,-0.07747008116050269,4.246251746174309,4.246251746174309,63.58394220658737,97.2775658685603,106.84521400532901,87.70991773179159,99.49526099585704,100.55008155840126,100.55008155840126,115725.0,2022,4,26,1,2,116
2022-07-06,Adobe,Energy,82.53312734521091,83.7014178150259,80.20319552947677,82.53312734521091,143384,455688541351.11993,39.28427941336149,3.9243091147944007,0.0362554343753906,0.6432831395579106,Bullish,1,3,1,93.59145623772295,93.59145623772295,93.59145623772295,96.52134378817371,98.54749426325148,-2.0261504750777704,-0.10082246842200793,3.498222285549133,3.498222285549133,50.78282390757286,93.59145623772295,110.2775301103122,76.9053823651337,91.7873550514226,99.49526099585704,100.55008155840126,73419.0,2022,7,6,2,3,187
2022-09-30,Adobe,Consumer Goods,101.70046373453776,103.86135121347056,98.74512769341987,101.70046373453776,104045,35830295073.59109,30.64223321452915,3.269970461699006,0.0435928140881395,0.0344188553870588,Bearish,1,2,0,95.21325773708591,95.21325773708591,95.21325773708591,97.31813147222971,98.78104755742083,-1.4629160851911251,0.23223809645738647,5.116223520050681,5.116223520050681,58.88587786723926,95.21325773708591,111.3818568733082,79.04465860086363,82.53312734521091,91.7873550514226,99.49526099585704,143384.0,2022,9,30,4,3,273
2022-10-04,Adobe,Technology,101.9925400116524,103.97195322990582,99.624540076653,101.9925400116524,143179,391778596314.2994,38.87145569861861,0.1475202757260296,0.0160274994800333,-0.5970721578929341,Stable,1,6,2,95.50174942773614,96.34313811618033,96.34313811618033,98.03727124752551,99.01893588736391,-0.9816646398383995,0.0028719266991448222,4.347413153252816,4.347413153252816,59.99105704238076,96.34313811618033,111.82790451828595,80.8583717140747,101.70046373453776,82.53312734521091,91.7873550514226,104045.0,2022,10,4,1,4,277
2022-11-11,Adobe,Automotive,111.34020117652396,114.00784958062869,109.3886921086294,111.34020117652396,104748,190032318245.2209,19.70415547467037,0.7219381606683362,0.0136839501679835,0.2509561208493227,Bearish,1,1,0,97.87073746386952,98.48557569622942,98.48557569622942,100.08387585198682,99.93162220507946,0.15225364690735432,0.09165043996162492,4.619157471999287,4.619157471999287,58.678958170625606,98.48557569622942,116.60562200052642,80.36552939193241,101.9925400116524,101.70046373453776,82.53312734521091,143179.0,2022,11,11,4,4,315
2022-11-26,Adobe,Energy,109.45655934521784,110.66724933153527,107.73637385185415,109.45655934521784,192038,327107142926.7897,5.13359969435215,2.0438863061456605,0.0431889146528649,0.6772177750679245,Bearish,1,3,0,101.40457832262857,99.85694865235297,99.85694865235297,101.52582715863774,100.63717310434897,0.8886540542887644,-0.016917894986732684,2.93087547968112,2.93087547968112,60.2454879381968,99.85694865235297,118.33970183398347,81.37419547072247,111.34020117652396,101.9925400116524,101.70046373453776,104748.0,2022,11,26,5,4,330
2022-12-23,Adobe,Technology,108.52503485568296,111.70276536574546,107.08231706560927,108.52503485568296,75945,446512348703.3112,18.356417895352003,1.593044813818036,0.0223011918196182,-0.2017477991100678,Stable,1,6,2,106.60295982472299,100.82006934161186,100.82006934161186,102.60262834279854,101.22145916000333,1.3811691827952046,-0.008510449214806037,4.620448300136189,4.620448300136189,58.587789070712496,100.82006934161186,119.0492848255888,82.59085385763491,109.45655934521784,111.34020117652396,101.9925400116524,192038.0,2022,12,23,4,4,357
2023-02-28,Adobe,Healthcare,108.48615104191104,109.95427900071071,106.54233008942296,108.48615104191104,158940,465133998039.1744,38.18379120600048,4.2865445118042045,0.0346571270948748,-0.3772361202148313,Bearish,1,5,0,107.96009728619762,101.58667751164178,101.58667751164178,103.50778568112354,101.75958448458908,1.7482011965344526,-0.0003582934925902004,3.4119489112877517,3.4119489112877517,61.758061317711345,101.58667751164178,119.44414432334116,83.7292106999424,108.52503485568296,109.45655934521784,111.34020117652396,75945.0,2023,2,28,1,1,59
2023-06-22,Adobe,Automotive,124.16224934723157,127.0209037640843,121.75835818909457,124.16224934723157,83591,662958657729.312,12.919768787498114,3.8683128244783287,0.0289773957448294,0.4109800493462334,Bearish,1,1,0,112.39403915331347,103.9478942905248,103.63900222396813,106.68539547590939,103.41904114108112,3.2663543348282644,0.1444986125396266,5.26254557498973,5.26254557498973,65.67641590182419,103.63900222396813,125.37215258764455,81.90585186029172,108.48615104191104,108.52503485568296,109.45655934521784,158940.0,2023,6,22,3,2,173
2023-06-30,Adobe,Finance,120.17941924096188,122.33015197476678,118.77922378225044,120.17941924096188,143396,599115266120.0074,17.951831713598935,4.121634459396346,0.0145416256930514,0.6895951623762921,Bearish,1,4,0,114.16188276620105,106.01631011503528,105.0173703087176,108.7613991320713,104.66055062996118,4.100848502110125,-0.03207762526217872,3.550928192516338,3.550928192516338,70.27640389500866,105.0173703087176,127.83372149494772,82.20101912248748,124.16224934723157,108.48615104191104,108.52503485568296,83591.0,2023,6,30,4,2,181
2023-07-12,Adobe,Aerospace,113.7012839086759,114.98294523843089,111.60403136796072,113.7012839086759,188186,948634771496.5824,18.261859732058504,4.06356809946531,0.0493612605711652,0.1624309549787665,Bearish,1,0,0,115.01082767889268,108.20770300076063,105.68536366256055,109.52138140539509,105.33023457653265,4.191146828862443,-0.05390386617942622,3.3789138704701713,3.3789138704701713,65.8936522514259,105.68536366256055,128.05514039247174,83.31558693264935,120.17941924096188,124.16224934723157,108.48615104191104,143396.0,2023,7,12,2,3,193
2023-10-05,Adobe,Healthcare,118.66973571932746,120.71386081324904,117.44807822975,118.66973571932746,87131,329052846657.196,38.21892500813042,0.3927891546186357,0.0189840976029953,0.8194873734253678,Bearish,1,5,0,117.03976785162158,111.82136383817229,106.61281880947247,110.92882053061545,106.31834577229523,4.610474758320223,0.043697411672520614,3.265782583499046,3.265782583499046,61.214934445077716,106.61281880947247,129.1978528456745,84.02778477327045,113.7012839086759,120.17941924096188,124.16224934723157,188186.0,2023,10,5,3,4,278
2024-01-12,Adobe,Consumer Goods,119.77747357713024,123.17980629966142,118.19281997436036,119.77747357713024,68030,59396159494.44535,35.34267139231593,0.585058624289731,0.0454515286582287,-0.8715228482857482,Bullish,1,2,1,119.29803235866541,113.62906482243152,107.49046246064965,112.29015176854081,107.31531820228301,4.9748335662578,0.009334628168573333,4.986986325301061,4.986986325301061,61.73957709768667,107.49046246064965,130.29100435476232,84.689920566537,118.66973571932746,113.7012839086759,120.17941924096188,87131.0,2024,1,12,4,1,12
2024-06-16,Adobe,Healthcare,112.0016482037965,114.82561242607484,110.35067533897168,112.0016482037965,190518,525979117346.6714,24.645274003194096,1.3652030966390338,0.039761143213907,-0.6556050411527339,Stable,1,5,2,116.86591212997841,114.62997564164593,107.77241156959633,112.245766604734,107.66245375795067,4.583312846783329,-0.06491892958759493,4.474937087103157,4.474937087103157,57.05679802277861,107.77241156959633,129.91501219576037,85.62981094343229,119.77747357713024,118.66973571932746,113.7012839086759,68030.0,2024,6,16,6,2,168
2024-08-12,Adobe,Healthcare,127.73304470320328,129.71576462266106,126.14244773918249,127.73304470320328,103028,746461050224.3567,11.163341496570814,4.317328651707316,0.0369607013953586,0.2603501697740829,Bullish,1,5,1,118.37663722242667,116.26925999431387,108.94656645980851,114.62842477372928,109.14916419833976,5.479260575389517,0.14045683033862288,3.5733168834785687,3.5733168834785687,68.5985316117681,108.94656645980851,132.47099716187674,85.42213575774028,112.0016482037965,119.77747357713024,118.66973571932746,190518.0,2024,8,12,0,3,225
2022-03-05,Airbus,Energy,94.10227232985608,96.89219872306444,92.30689494787504,94.10227232985608,51016,704242189003.371,5.386106499186303,1.8108812739936413,0.0199801231873096,-0.7770246243224361,Stable,2,3,2,94.10227232985608,94.10227232985608,94.10227232985608,94.10227232985608,94.10227232985608,0.0,0.0,4.585303775189402,4.585303775189402,75.86352146407556,94.10227232985608,99.43836403979138,91.55379628351479,94.10227232985608,94.10227232985608,94.10227232985608,51016.0,2022,3,5,5,1,64
2022-04-12,Airbus,Consumer Goods,96.88988799345007,99.27648812555364,95.20667313552546,96.88988799345007,173684,497967429085.9107,39.36892166561508,3.160797495932287,0.0376162288764428,0.6658747846373221,Bullish,2,2,1,95.49608016165308,95.49608016165308,95.49608016165308,94.5311362781013,94.3087623790112,0.2223738990901012,0.029623255576896046,4.069814990028178,4.069814990028178,70.29537614278496,95.49608016165308,99.43836403979138,91.55379628351479,94.10227232985608,94.10227232985608,94.10227232985608,51016.0,2022,4,12,1,2,102
2022-06-30,Airbus,Technology,85.31949252835801,86.3318899673068,83.73878375583263,85.31949252835801,156081,193406428757.8448,35.8747464998721,1.6673129679800525,0.0450047217823218,-0.3874642259907705,Bearish,2,6,0,92.10388428388806,92.10388428388806,92.10388428388806,93.11396031660233,93.64289053822206,-0.5289302216197314,-0.11941798782835045,2.593106211474165,2.593106211474165,60.304863964634855,92.10388428388806,104.18091684844741,80.02685171932872,96.88988799345007,94.10227232985608,94.10227232985608,173684.0,2022,6,30,3,2,181
2022-07-15,Airbus,Aerospace,86.12593725994266,88.29338710522055,85.05912707719247,86.12593725994266,174249,441591129586.4135,5.771230610412647,4.573655574782518,0.0167624711375886,0.7967105503353307,Bullish,2,0,1,90.6093975279017,90.6093975279017,90.6093975279017,92.03887984634699,93.08607918427545,-1.0471993379284612,0.009452057292963945,3.234260028028075,3.234260028028075,55.70696008346813,90.6093975279017,102.14076031227006,79.07803474353335,85.31949252835801,96.88988799345007,94.10227232985608,156081.0,2022,7,15,4,3,196
2023-01-30,Airbus,Aerospace,108.2144476627483,109.5484038041305,105.02303194098404,108.2144476627483,73049,563187536057.0393,16.914204517234765,1.678369165195298,0.0469643086364511,0.8679559482890384,Bullish,2,0,1,94.13040755487103,94.13040755487103,94.13040755487103,94.52742874117796,94.20669907156974,0.3207296696082125,0.2564675764995019,4.525371863146461,4.525371863146461,67.23830817036377,94.13040755487103,112.77657278928066,75.48424232046139,86.12593725994266,85.31949252835801,96.88988799345007,174249.0,2023,1,30,0,1,30
2023-03-04,Airbus,Energy,111.76892166576836,114.36574581849646,108.5706095458228,111.76892166576836,147532,722165740299.0082,28.67492268184373,1.1095023039218643,0.0265984174431872,0.3016664431229698,Bearish,2,3,0,97.66373742205349,97.07015990668725,97.07015990668725,97.17996611419187,95.50760444891779,1.6723616652740816,0.032846575293694835,5.795136272673659,5.795136272673659,69.09282456496437,97.07015990668725,119.1054732858825,75.03484652749201,108.2144476627483,86.12593725994266,85.31949252835801,73049.0,2023,3,4,5,1,63
2023-03-10,Airbus,Healthcare,113.88505128950982,116.8821761553132,111.36588550129107,113.88505128950982,144297,749412477462.1818,14.504906766286394,2.325276241503222,0.0310103367512633,-0.5971873815732955,Bullish,2,5,1,101.06277008126543,99.47228724709046,99.47228724709046,99.74997921808693,96.86889680748016,2.88108241060678,0.018933077211476412,5.516290654022129,5.516290654022129,69.78308601892151,99.47228724709046,123.26714462634658,75.67742986783435,111.76892166576836,108.2144476627483,86.12593725994266,147532.0,2023,3,10,4,1,69
2023-04-11,Airbus,Automotive,106.50142969138793,108.97083175362263,103.84372717483498,106.50142969138793,162856,625679355553.7339,14.959680561701417,3.042044679400089,0.041656390020279,-0.4982530565677789,Stable,2,1,2,105.2991575138714,100.35093005262766,100.35093005262766,100.78866390628708,97.58241776184369,3.206246144443398,-0.06483398404371632,5.127104578787652,5.127104578787652,58.83767320628387,100.35093005262766,122.93443344544143,77.76742665981389,113.88505128950982,111.76892166576836,108.2144476627483,144297.0,2023,4,11,1,2,101
2023-05-06,Airbus,Automotive,117.2757510404249,120.37949754287062,114.29188812923448,117.2757510404249,134076,653609756218.0928,6.41955581406385,1.9331008631691708,0.0240616904019879,-0.7692743973885923,Bearish,2,1,0,111.52912026996788,102.23146571793846,102.23146571793846,103.3251388500006,99.04118318988674,4.283955660113861,0.10116597852496456,6.0876094136361445,6.0876094136361445,65.81538828535233,102.23146571793846,126.18086477705457,78.28206665882236,106.50142969138793,113.88505128950982,111.76892166576836,162856.0,2023,5,6,5,2,126
2023-05-14,Airbus,Energy,116.62291131759692,118.55723131674532,114.21475047646749,116.62291131759692,88102,204374702061.9004,24.235427985275027,3.871513414722976,0.046221553517156,0.2504322500628764,Stable,2,3,2,113.21081300093758,103.6706102779043,103.6706102779043,105.37094999886158,100.34353342156898,5.027416577292598,-0.005566706817361933,4.34248084027783,4.34248084027783,70.01384951775212,103.6706102779043,128.01581073018343,79.32540982562516,117.2757510404249,106.50142969138793,113.88505128950982,134076.0,2023,5,14,6,2,134
2023-06-15,Airbus,Automotive,124.12660473512658,126.72488649231946,120.6348437462637,124.12660473512658,102224,413618143473.0493,18.558740498403075,4.118836978995615,0.0339203646931499,-0.942111366513266,Bearish,2,1,0,115.68234961480921,106.67304351843136,105.53024613765179,108.25643534290235,102.10524240775842,6.151192935143925,0.06434150316394516,6.090042746055758,6.090042746055758,70.82386232190434,105.53024613765179,131.71388052849358,79.34661174681001,116.62291131759692,117.2757510404249,106.50142969138793,88102.0,2023,6,15,3,2,166
2023-07-21,Airbus,Automotive,113.10561206878656,115.13889222980724,110.7903162053628,113.10561206878656,169156,446922277866.073,25.30775315747603,2.3291287661156237,0.0471220700091539,0.7780243802219189,Bullish,2,1,1,115.52646177066458,108.29461592596499,106.16152663191302,109.00246253149992,102.92008460487162,6.082377926628297,-0.08878831971484025,4.348576024444441,4.348576024444441,62.990210271174774,106.16152663191302,131.50685622158164,80.8161970422444,124.12660473512658,116.62291131759692,117.2757510404249,102224.0,2023,7,21,4,3,202
2023-07-30,Airbus,Finance,114.46621046540189,116.31926381699232,111.6193076489505,114.46621046540189,54835,640362963870.0768,8.475577096379254,0.4011112322785704,0.0361189168763175,0.4945951151197136,Bullish,2,4,1,117.11941792546736,111.20928771966939,106.80034846525831,109.8430391367156,103.77535318713312,6.067685949582483,0.012029450809106335,4.6999561680418225,4.6999561680418225,68.53875265654351,106.80034846525831,131.50003350540211,82.1006634251145,113.10561206878656,124.12660473512658,116.62291131759692,169156.0,2023,7,30,6,3,211
2023-12-13,Airbus,Technology,125.99226482867248,129.02350655107935,124.71835726211096,125.99226482867248,158464,515659995163.3979,25.19642325616688,3.902780134436069,0.0322961985725674,0.6422848494406945,Stable,2,6,2,118.86272068311689,115.19592047654237,108.1711996340736,112.32753539701667,105.42105034576566,6.9064850512510105,0.10069394554434385,4.305149288968394,4.305149288968394,67.11834010591247,108.1711996340736,134.02429774312995,82.31810152501725,114.46621046540189,113.10561206878656,124.12660473512658,54835.0,2023,12,13,2,4,347
2024-01-28,Airbus,Aerospace,115.82614984653684,118.46094572454008,114.13149258449856,115.82614984653684,145462,645644547688.1912,35.869725940257254,3.708013097258928,0.0102725879160051,0.3990685152310476,Stable,2,0,2,118.70336838890486,115.95709069492122,108.68152964823781,112.86578377386593,106.1917984569339,6.673985316932033,-0.08068840572046054,4.329453140041522,4.329453140041522,60.513743915133965,108.68152964823781,133.90586839292496,83.45719090355065,125.99226482867248,114.46621046540189,113.10561206878656,158464.0,2024,1,28,6,1,28
2024-02-21,Airbus,Energy,116.502615095785,118.36245090835637,114.75106077041532,116.502615095785,125703,89678626713.66069,19.783458276450705,2.600370305555752,0.0464727451474436,-0.9500318354363012,Stable,2,3,2,117.17857046103654,116.4304600379229,109.17034748870952,113.42529628493041,106.95556265240434,6.469733632526072,0.005840349956762303,3.6113901379410436,3.6113901379410436,59.69001974958151,109.17034748870952,133.8511455274157,84.48954945000335,115.82614984653684,125.99226482867248,114.46621046540189,145462.0,2024,2,21,2,1,52
2024-05-28,Airbus,Healthcare,118.0495865630228,120.74659381343284,115.8855856754072,118.0495865630228,117728,171494093791.4484,24.143713797998583,0.4449485742817333,0.0100657502844979,0.1491643951037591,Bearish,2,5,0,118.1673653598838,116.84691356527419,109.69265566955148,114.13672555848308,107.77734220133904,6.35938335714404,0.013278426977505475,4.861008138025639,4.861008138025639,67.94861136071191,109.69265566955148,133.9747730951561,85.41053824394686,116.502615095785,115.82614984653684,125.99226482867248,125703.0,2024,5,28,1,2,149
2024-06-02,Airbus,Finance,112.22715671091116,115.4857070326632,109.19121636098548,112.22715671091116,185090,691926437513.75,10.331472498193758,2.264068571054584,0.0142162114382466,-0.0952664815868595,Bullish,2,4,1,117.71955460898565,117.41948626722652,109.83346128296036,113.84294573577971,108.10695809093698,5.735987644842723,-0.04932189956466504,6.294490671677721,6.294490671677721,63.56707896756946,109.83346128296036,133.42085437751902,86.24606818840168,118.0495865630228,116.502615095785,115.82614984653684,117728.0,2024,6,2,6,2,154
2024-07-27,Airbus,Energy,126.98953620763132,129.04098661145264,125.4272452130303,126.98953620763132,194071,930388565952.9858,36.41861354372848,2.0542854592024824,0.0315033850277026,0.8708496488970683,Bullish,2,3,1,117.91900888477741,118.39086478394715,110.73641259478514,115.86549811606457,109.50566758106248,6.359830535002089,0.13154017199907275,3.6137413984223343,3.6137413984223343,60.56357834411111,110.73641259478514,134.97316859654674,86.49965659302353,112.22715671091116,118.0495865630228,116.502615095785,185090.0,2024,7,27,5,3,209
